incident_id,full_name,sex,home_address,phone_number,incident_date,incident_time,location,incident_category,resolution,injury_reported,property_damage,fault_determination,incident_description
SF-2024-001277,Larry Nguyen,M,4567 Sloat Blvd San Francisco CA 94132,415-555-0186,2024-02-26,19:45,West Portal Station,MUNI Platform Fall,Report Taken,Yes,No,MUNI,Pushed by crowd at rush hour. Fell onto tracks. Pulled up by bystanders. Shoulder injury.
SJ-2024-004588,Virginia Kim,F,8901 Saratoga Ave San Jose CA 95129,408-555-0187,2024-02-27,10:00,DMV Office,Slip and Fall,Report Taken,Yes,No,State Property,Water leak in lobby. Large puddle unmarked. Complainant pregnant. Back injury concerning.
SF-2024-001278,Stephen Wong,M,3456 Montgomery St San Francisco CA 94111,415-555-0188,2024-02-27,14:30,Transamerica Building,Revolving Door Injury,Report Taken,Yes,No,Building Mgmt,Door mechanism jammed. Caught complainant's arm. Shoulder dislocation suspected.
SF-2024-001293,Grace Lin,F,1640 Sacramento Street San Francisco CA 94109,415-555-0218,2024-02-27,12:10,Polk St & Sacramento St,Vehicle vs bicycles,Report Taken,Yes,Yes,Vehicle Driver,"Parking driver swung wide into green bike lane, knocking cyclist to pavement. Concussion evaluation and damaged cargo rack."
BER-2024-003461,Carolyn Johnson,F,5678 Gilman St Berkeley CA 94710,510-555-0189,2024-02-28,12:15,Berkeley Marina,Dock Injury,Report Taken,Yes,No,City Property,Rotted board broke through. Leg went through hole. Severe leg lacerations and sprain.
SF-2024-001279,Eugene Park,M,6789 Howard Street San Francisco CA 94103,415-555-0190,2024-02-28,17:45,Moscone Center,Escalator Fall,Report Taken,Yes,No,Convention Center,Shoelace caught. Pulled down several people. Complainant at bottom. Multiple bruises.
SJ-2024-004589,Kathleen Martinez,F,2345 Winchester Blvd San Jose CA 95128,408-555-0191,2024-02-29,09:30,Valley Medical Center,Wheelchair Accident,Report Taken,Yes,No,Hospital,Wheelchair brake failed on ramp. Rolled into wall. Neck strain and bruised ribs.
SF-2024-001280,Russell Chen,M,7890 Kearny Street San Francisco CA 94108,415-555-0192,2024-02-29,21:00,Portsmouth Square,Assault,Report Taken,Yes,No,Unknown Suspect,Random attack. Pushed down stairs. Head injury and broken wrist. Suspect description obtained.
OAK-2024-007902,Alice Garcia,F,4321 College Ave Oakland CA 94618,510-555-0193,2024-03-01,13:45,Rockridge Library,Slip and Fall,Report Taken,Yes,No,City Property,Leaking roof created puddle. No warning signs. Elderly complainant. Hip injury severe.
OAK-2024-007905,Terrence Howard,M,981 63rd Street Oakland CA 94608,510-555-0219,2024-03-01,18:05,San Pablo Ave & 60th St,Vehicle vs bicycles,Report Taken,Yes,Yes,Vehicle Driver,Evening commuter struck by ride-hail vehicle crossing into bike box. Lower leg fracture and destroyed wheel.
SF-2024-001281,Roy Lee,M,8765 Grant Avenue San Francisco CA 94108,415-555-0194,2024-03-01,11:15,Chinatown,Delivery Van Incident,Report Taken,Yes,Yes,Delivery Company,Van backed into complainant. Driver didn't check mirrors. Lower back and leg injury.
SJ-2024-004590,Judith Wong,F,3456 Monterey Rd San Jose CA 95111,408-555-0195,2024-03-02,16:30,Spartan Stadium,Crowd Injury,Report Taken,Yes,No,SJSU,Crowd surge at event. Complainant trampled. Rib and ankle injuries. Poor crowd control.
SF-2024-001282,Philip Rodriguez,M,5678 Noe Street San Francisco CA 94114,415-555-0196,2024-03-02,14:00,24th St & Noe,Construction Incident,Report Taken,Yes,No,Construction Co,Falling debris from scaffold. Hard hat area not marked. Shoulder injury from impact.
FRE-2024-002350,Shirley Patel,F,6789 Paseo Padre Pkwy Fremont CA 94555,510-555-0197,2024-03-03,10:45,Washington Hospital,Medical Error,Report Taken,Yes,No,Hospital,Wrong medication given. Allergic reaction. Additional injuries from reaction treatment.
SF-2024-001283,Jack Thompson,M,2345 Lombard Street San Francisco CA 94123,415-555-0198,2024-03-03,18:20,Marina Green,Bicycle Collision,Report Taken,Yes,Yes,Cyclist,Racing cyclists hit pedestrian on path. No warning. Knee and hip injuries from impact.
SF-2024-001294,Zoe Patterson,F,2600 Irving Street San Francisco CA 94122,415-555-0220,2024-03-03,09:35,Great Highway & Lincoln Way,Vehicle vs bicycles,Report Taken,Yes,Yes,Vehicle Driver,Tourist driver merged into weekend Slow Streets lane. Cyclist thrown into sand berm. Back pain and cracked carbon frame.
SJ-2024-004591,Theresa Liu,F,7890 Leigh Avenue San Jose CA 95124,408-555-0199,2024-03-04,12:30,Cambrian Park Plaza,Store Display Fall,Report Taken,Yes,No,Store,Unstable display fell on customer. Heavy items. Back and shoulder injuries documented.
SF-2024-001284,Bruce Kim,M,4567 Haight Street San Francisco CA 94117,415-555-0200,2024-03-04,20:00,Haight & Ashbury,Assault/Robbery,Report Taken,Yes,No,Unknown Suspect,Attacked from behind for wallet. Struck head on pavement. Concussion and facial injuries.
